negPeakIdx;target;negAmp0;negAmp+1;negAmp-1;negAmp+2;negAmp-2;negAmp+3;negAmp-3;posAmp+1;posAmp-1;posAmp+2;posAmp-2;posAmp+3;posAmp-3;timeDif+1;timeDif-1;timeDif+2;timeDif-2;timeDif+3;timeDif-3;corr+1;corr-1;corr+2;corr-2;corr+3;corr-3;negPeakRatio+1;negPeakRatio-1;negPeakRatio+3;negPeakRatio-3;zcr;energy;hnr;specCentroid;specRollOff;mfcc0;mfcc1;f0
5270;0;0.07809426924381146;0.06191929467616141;0.0;0.08521532722956934;0.0;0.06405561207188877;0.0;0.05757884028484232;0.0;0.06751441166497117;0.0;0.0688368938623262;0.0;0.996875;0.0;2.0;0.0;3.0;0.0;0.6943685514524317;0.0;0.6724398893794644;0.0;0.6554750785535125;0.0;0.7928788536691272;0.0;0.8202344767694311;0.0;13;9.630970059612554;12.851637792523803;1446.0349958133984;4218.75;26.52579080614795;-13.277087153033605;70.79646301269531
5589;0;0.06191929467616141;0.08521532722956934;0.07809426924381146;0.06405561207188877;0.0;0.0770091556459817;0.0;0.06751441166497117;0.05757884028484232;0.0688368938623262;0.0;0.06527636486944728;0.0;1.003125;0.996875;2.003125;0.0;3.009375;0.0;0.9977771526546798;0.6943685514524317;0.9836300869086152;0.0;0.9942923986047192;0.0;1.3762322015334063;1.2612267250821467;1.2437020810514787;0.0;31;9.142286008344128;0.0;1559.9759724615078;4625.0;25.12156243866023;-12.174286468116145;50.0
5910;0;0.08521532722956934;0.06405561207188877;0.06191929467616141;0.0770091556459817;0.07809426924381146;0.07290606985418786;0.0;0.0688368938623262;0.06751441166497117;0.06527636486944728;0.05757884028484232;0.06405561207188877;0.0;1.0;1.003125;2.00625;2.0;2.996875;0.0;0.9876860971318618;0.9977771526546798;0.9967784209604303;0.6724398893794644;0.9856438316945322;0.0;0.7516912057302029;0.7266215678471947;0.8555511341026661;0.0;18;9.552280402826028;13.58442562545263;1399.3507277988406;4218.75;26.7003284566408;-10.77336788796399;50.15673828125
6230;0;0.06405561207188877;0.0770091556459817;0.08521532722956934;0.07290606985418786;0.06191929467616141;0.05625635808748728;0.07809426924381146;0.06527636486944728;0.0688368938623262;0.06405561207188877;0.06751441166497117;0.06741268226517462;0.05757884028484232;1.00625;1.0;1.996875;2.003125;3.075;3.0;0.9769314156245468;0.9876860971318618;0.9796180605131825;0.9836300869086152;0.6882844092886495;0.6554750785535125;1.2022233986236106;1.3303335097935416;0.8782424563260985;1.2191635786130228;4;9.415590730245016;13.876174495733506;1511.8854816542935;4531.25;24.975180031717862;-12.474905077723319;50.15673828125
6552;0;0.0770091556459817;0.07290606985418786;0.06405561207188877;0.05625635808748728;0.08521532722956934;0.07955239064089521;0.06191929467616141;0.06405561207188877;0.06527636486944728;0.06741268226517462;0.0688368938623262;0.09457443201085114;0.06751441166497117;0.990625;1.00625;2.06875;2.00625;2.99375;3.009375;0.9869884955450968;0.9769314156245468;0.8039623859690833;0.9967784209604303;0.9744112202058812;0.9942923986047192;0.9467195068251872;0.8317921620431526;1.0330250990752972;0.8040510788199031;18;9.426396457898267;13.083568217694195;1524.633223840926;4406.25;27.313645698374074;-11.753447649567086;49.84423828125
6869;0;0.07290606985418786;0.05625635808748728;0.0770091556459817;0.07955239064089521;0.06405561207188877;0.06415734147168532;0.08521532722956934;0.06741268226517462;0.06405561207188877;0.09457443201085114;0.06527636486944728;0.05846049508307901;0.0688368938623262;1.078125;0.990625;2.003125;1.996875;2.99375;2.996875;0.7536299959057882;0.9869884955450968;0.9743629852660792;0.9796180605131825;0.947067552734649;0.9856438316945322;0.7716279069767441;1.0562790697674418;0.88;1.1688372093023256;16;9.586853441410376;0.9275110263003236;1590.9539203366635;4437.5;28.07282267405294;-12.709012212393253;50.3144645690918
7214;0;0.05625635808748728;0.07955239064089521;0.07290606985418786;0.06415734147168532;0.0770091556459817;0.08779247202441505;0.06405561207188877;0.09457443201085114;0.06741268226517462;0.05846049508307901;0.06405561207188877;0.07548321464903357;0.06527636486944728;0.925;1.078125;1.915625;2.06875;2.934375;3.075;0.6673219523193793;0.7536299959057882;0.8572644049332692;0.8039623859690833;0.7894555228574057;0.6882844092886495;1.4141048824593128;1.2959614225437008;1.5605786618444846;1.1386377335744424;23;9.417239526402756;26.77767434728357;1729.615020554098;4750.0;26.294219729674285;-16.330516896109494;49.6894416809082
7510;0;0.07955239064089521;0.06415734147168532;0.05625635808748728;0.08779247202441505;0.07290606985418786;0.04092912851814174;0.0770091556459817;0.05846049508307901;0.09457443201085114;0.07548321464903357;0.06741268226517462;0.07494065785011868;0.06405561207188877;0.990625;0.925;2.009375;2.003125;3.015625;2.99375;0.9229719516494176;0.6673219523193793;0.9730861819254114;0.9743629852660792;0.9677906446747933;0.9744112202058812;0.8064791133844844;0.7071611253196931;0.5144927536231884;0.9680306905370846;23;9.581700328599524;0.0;1509.0147140826;4281.25;28.03626840399919;-11.430910107422893;49.84423828125
7827;0;0.06415734147168532;0.08779247202441505;0.07955239064089521;0.04092912851814174;0.05625635808748728;0.08850457782299084;0.07290606985418786;0.07548321464903357;0.05846049508307901;0.07494065785011868;0.09457443201085114;0.06422516107154967;0.06741268226517462;1.01875;0.990625;2.025;1.915625;3.015625;2.99375;0.9559449531962368;0.9229719516494176;0.8591127391452479;0.8572644049332692;0.950872603173898;0.947067552734649;1.3683932346723042;1.2399577167019025;1.379492600422833;1.1363636363636362;34;9.375404416517023;0.0;1602.2951147971066;4343.75;27.10390924275753;-11.969035609963292;50.0
8153;0;0.08779247202441505;0.04092912851814174;0.06415734147168532;0.08850457782299084;0.07955239064089521;0.05723974228552051;0.05625635808748728;0.07494065785011868;0.07548321464903357;0.06422516107154967;0.05846049508307901;0.08195998643608003;0.09457443201085114;1.00625;1.01875;1.996875;2.009375;2.99375;2.934375;0.9599883683457652;0.9559449531962368;0.9959658177494248;0.9730861819254114;0.9741674581050396;0.7894555228574057;0.466203167246041;0.730784086519892;0.6519891850135188;0.6407879490150638;12;9.6891634318204;12.457983155108074;1505.635032188671;4437.5;27.900000730552932;-14.223197272034204;50.47318649291992
