negPeakIdx;target;negAmp0;negAmp+1;negAmp-1;negAmp+2;negAmp-2;negAmp+3;negAmp-3;posAmp+1;posAmp-1;posAmp+2;posAmp-2;posAmp+3;posAmp-3;timeDif+1;timeDif-1;timeDif+2;timeDif-2;timeDif+3;timeDif-3;corr+1;corr-1;corr+2;corr-2;corr+3;corr-3;negPeakRatio+1;negPeakRatio-1;negPeakRatio+3;negPeakRatio-3;zcr;energy;hnr;specCentroid;specRollOff;mfcc0;mfcc1;f0
5373;0;0.005222109189555782;0.005493387589013225;0.0;0.0040013563919972855;0.0;0.004713462190573075;0.0;0.005391658189216685;0.0;0.004442183791115633;0.0;0.00508646998982706;0.0;0.99375;0.0;1.996875;0.0;2.99375;0.0;0.9686756108114924;0.0;0.9790923405783556;0.0;0.972086828083782;0.0;1.051948051948052;0.0;0.9025974025974024;0.0;0;7.039820165574242;14.193459306841008;717.4851762037779;1062.5;13.875993703085266;-13.548084879136185;0.0
5691;0;0.005493387589013225;0.0040013563919972855;0.005222109189555782;0.004713462190573075;0.0;0.0018989487962021024;0.0;0.004442183791115633;0.005391658189216685;0.00508646998982706;0.0;0.004849101390301798;0.0;1.003125;0.99375;2.0;0.0;2.99375;0.0;0.9791422059283184;0.9686756108114924;0.9940259331062852;0.0;0.9905554469227172;0.0;0.7283950617283947;0.9506172839506172;0.3456790123456789;0.0;0;7.053077389901742;0.0;786.5124097934189;1656.25;14.663120306547654;-12.793992530193133;49.6894416809082
6012;0;0.0040013563919972855;0.004713462190573075;0.005493387589013225;0.0018989487962021024;0.005222109189555782;0.003526619192946762;0.0;0.00508646998982706;0.004442183791115633;0.004849101390301798;0.005391658189216685;0.005527297388945405;0.0;0.996875;1.003125;1.990625;1.996875;3.003125;0.0;0.9919149197355736;0.9791422059283184;0.9906728140089852;0.9790923405783556;0.9707914340439286;0.0;1.1779661016949157;1.3728813559322042;0.8813559322033903;0.0;0;7.1030727879286335;0.0;742.0117248167917;1343.75;15.202606058267625;-11.134437119204254;50.3144645690918
6331;0;0.004713462190573075;0.0018989487962021024;0.0040013563919972855;0.003526619192946762;0.005493387589013225;0.005561207188877586;0.005222109189555782;0.004849101390301798;0.00508646998982706;0.005527297388945405;0.004442183791115633;0.0061715835876568325;0.005391658189216685;0.99375;0.996875;2.00625;2.0;3.00625;2.99375;0.9925099620895586;0.9919149197355736;0.9494817536931458;0.9940259331062852;0.9967613277211068;0.972086828083782;0.40287769784172667;0.8489208633093522;1.1798561151079137;1.1079136690647482;0;6.966249190640102;0.0;712.6947132621535;812.5;13.110236146408141;-11.788629165834978;50.15673828125
6649;0;0.0018989487962021024;0.003526619192946762;0.004713462190573075;0.005561207188877586;0.0040013563919972855;0.004679552390640896;0.005493387589013225;0.005527297388945405;0.004849101390301798;0.0061715835876568325;0.00508646998982706;0.004204815191590368;0.004442183791115633;1.0125;0.99375;2.0125;1.990625;3.009375;2.99375;0.9427528336517482;0.9925099620895586;0.9898959562146185;0.9906728140089852;0.9494588301093904;0.9905554469227172;1.8571428571428568;2.482142857142857;2.464285714285715;2.8928571428571432;0;7.1076971929179775;0.0;698.7949335703166;968.75;14.369075250277715;-10.266018073002208;49.84423828125
6973;0;0.003526619192946762;0.005561207188877586;0.0018989487962021024;0.004679552390640896;0.004713462190573075;0.0034248897931502204;0.0040013563919972855;0.0061715835876568325;0.005527297388945405;0.004204815191590368;0.004849101390301798;0.0059681247880637505;0.00508646998982706;1.0;1.0125;1.996875;2.00625;3.0125;3.003125;0.934709711105266;0.9427528336517482;0.9969127518691618;0.9494817536931458;0.9886610342702641;0.9707914340439286;1.5769230769230769;0.5384615384615384;0.971153846153846;1.134615384615384;0;7.144955606631128;0.0;756.5215873770372;1375.0;14.097190826125365;-14.355510814531035;50.0
7293;0;0.005561207188877586;0.004679552390640896;0.003526619192946762;0.0034248897931502204;0.0018989487962021024;0.004374364191251271;0.004713462190573075;0.004204815191590368;0.0061715835876568325;0.0059681247880637505;0.005527297388945405;0.005696846388606307;0.004849101390301798;0.996875;1.0;2.0125;2.0125;3.003125;3.00625;0.93703087179541;0.934709711105266;0.972399623687597;0.9898959562146185;0.9811741680051684;0.9967613277211068;0.8414634146341465;0.6341463414634146;0.7865853658536585;0.8475609756097561;0;6.921564315685225;0.0;779.9256079883542;1406.25;13.967159310002135;-12.118141014156912;50.0
7612;0;0.004679552390640896;0.0034248897931502204;0.005561207188877586;0.004374364191251271;0.003526619192946762;0.0054255679891488644;0.0018989487962021024;0.0059681247880637505;0.004204815191590368;0.005696846388606307;0.0061715835876568325;0.0054594777890810435;0.005527297388945405;1.015625;0.996875;2.00625;1.996875;3.0;3.009375;0.989827168044357;0.93703087179541;0.9823223768692508;0.9969127518691618;0.9596870522270028;0.9494588301093904;0.7318840579710143;1.188405797101449;1.1594202898550725;0.4057971014492753;0;7.437266442772597;13.271092971705766;891.4885699188707;2500.0;14.54173269881092;-14.99556093274732;50.15673828125
7937;0;0.0034248897931502204;0.004374364191251271;0.004679552390640896;0.0054255679891488644;0.005561207188877586;0.004747371990505256;0.003526619192946762;0.005696846388606307;0.0059681247880637505;0.0054594777890810435;0.004204815191590368;0.004442183791115633;0.0061715835876568325;0.990625;1.015625;1.984375;2.0125;2.98125;3.0125;0.9968897726959716;0.989827168044357;0.985061861383982;0.972399623687597;0.9960926602371648;0.9886610342702641;1.2772277227722773;1.3663366336633669;1.3861386138613865;1.0297029702970295;0;7.873148830898295;11.133878356564123;952.6795592395822;2750.0;15.74795873452135;-18.272981788884987;49.84423828125
8254;0;0.004374364191251271;0.0054255679891488644;0.0034248897931502204;0.004747371990505256;0.004679552390640896;0.0042726347914547325;0.005561207188877586;0.0054594777890810435;0.005696846388606307;0.004442183791115633;0.0059681247880637505;0.005561207188877586;0.004204815191590368;0.99375;0.990625;1.990625;2.00625;2.996875;3.003125;0.991644913954328;0.9968897726959716;0.9954948434597548;0.9823223768692508;0.9970894254082334;0.9811741680051684;1.2403100775193798;0.7829457364341086;0.976744186046512;1.2713178294573644;0;8.702957193194093;10.434251534157008;1227.2597585363926;4562.5;17.244956634260753;-19.64817486766802;50.3144645690918
