negPeakIdx;target;negAmp0;negAmp+1;negAmp-1;negAmp+2;negAmp-2;negAmp+3;negAmp-3;posAmp+1;posAmp-1;posAmp+2;posAmp-2;posAmp+3;posAmp-3;timeDif+1;timeDif-1;timeDif+2;timeDif-2;timeDif+3;timeDif-3;corr+1;corr-1;corr+2;corr-2;corr+3;corr-3;negPeakRatio+1;negPeakRatio-1;negPeakRatio+3;negPeakRatio-3;zcr;energy;hnr;specCentroid;specRollOff;mfcc0;mfcc1;f0
115;0;0.005391658189216685;0.001254662597490675;0.0;0.004883011190233978;0.0;0.0005425567989148863;0.0;0.0032892505934214986;0.0;0.0008816547982366905;0.0;0.0012207527975584946;0.0;0.653125;0.0;1.0125;0.0;1.36875;0.0;0.05720919238557251;0.0;0.7583265342783555;0.0;-0.13153353040752724;0.0;0.2327044025157232;0.0;0.10062893081761;0.0;17;7.85623003253951;0.0;1901.7651627170153;5468.75;18.272141826185802;-11.730576837675295;0.0
324;0;0.001254662597490675;0.004883011190233978;0.005391658189216685;0.0005425567989148863;0.0;0.0007460155985079687;0.0;0.0008816547982366905;0.0032892505934214986;0.0012207527975584946;0.0;0.004170905391658189;0.0;0.359375;0.653125;0.715625;0.0;0.990625;0.0;0.8168352156640558;0.05720919238557251;0.17913241545591055;0.0;0.9826194466323868;0.0;3.891891891891892;4.297297297297298;0.5945945945945945;0.0;27;7.5850563791526735;5.083103807820702;1981.69837100112;5218.75;15.569619795634994;-20.059727192440565;0.0
439;0;0.004883011190233978;0.0005425567989148863;0.001254662597490675;0.0007460155985079687;0.005391658189216685;0.004984740590030519;0.0;0.0012207527975584946;0.0008816547982366905;0.004170905391658189;0.0032892505934214986;0.0006442861987114276;0.0;0.35625;0.359375;0.63125;1.0125;0.99375;0.0;0.6399563456291115;0.8168352156640558;0.7721250835415271;0.7583265342783555;0.9860066342221708;0.0;0.11111111111111108;0.2569444444444444;1.0208333333333333;0.0;23;7.8601864158767825;0.0;2116.8838485913134;5968.75;18.183391483139687;-10.805680183506796;0.0
553;0;0.0005425567989148863;0.0007460155985079687;0.004883011190233978;0.004984740590030519;0.001254662597490675;6.781959986436079e-05;0.005391658189216685;0.004170905391658189;0.0012207527975584946;0.0006442861987114276;0.0008816547982366905;0.0013563919972872161;0.0032892505934214986;0.275;0.35625;0.6375;0.715625;0.990625;1.36875;0.14589979939330247;0.6399563456291115;0.6987935797145799;0.17913241545591055;0.994962163893254;-0.13153353040752724;1.375;9.000000000000004;0.125;9.937500000000004;27;7.845069269865992;0.0;2195.4554734516228;5656.25;18.174735537146443;-14.073663440768385;0.0
641;0;0.0007460155985079687;0.004984740590030519;0.0005425567989148863;6.781959986436079e-05;0.004883011190233978;0.0004408273991183452;0.001254662597490675;0.0006442861987114276;0.004170905391658189;0.0013563919972872161;0.0012207527975584946;0.004136995591726009;0.0008816547982366905;0.3625;0.275;0.715625;0.63125;0.99375;0.990625;0.6433574821845602;0.14589979939330247;0.1245689090825098;0.7721250835415271;0.9991502393946272;0.9826194466323868;6.681818181818183;0.7272727272727273;0.590909090909091;1.6818181818181819;21;7.705595774639868;7.584217549057272;1842.487576724278;5218.75;15.260048359230563;-21.88038784261353;0.0
757;0;0.004984740590030519;6.781959986436079e-05;0.0007460155985079687;0.0004408273991183452;0.0005425567989148863;0.0054594777890810435;0.004883011190233978;0.0013563919972872161;0.0006442861987114276;0.004136995591726009;0.004170905391658189;0.0008816547982366905;0.0012207527975584946;0.353125;0.3625;0.63125;0.6375;1.0;0.99375;0.7146675588423229;0.6433574821845602;0.6361362691865607;0.6987935797145799;0.9991405774888098;0.9860066342221708;0.013605442176870746;0.1496598639455782;1.0952380952380951;0.9795918367346941;28;7.997103593999151;0.0;2025.325203205048;5656.25;18.182243166778537;-12.321643497130133;0.0
870;0;6.781959986436079e-05;0.0004408273991183452;0.004984740590030519;0.0054594777890810435;0.0007460155985079687;0.00013563919972872158;0.0005425567989148863;0.004136995591726009;0.0013563919972872161;0.0008816547982366905;0.0006442861987114276;0.0014581213970837573;0.004170905391658189;0.278125;0.353125;0.646875;0.715625;1.003125;0.990625;0.10766523041197837;0.7146675588423229;0.6829486536937377;0.1245689090825098;0.9976028783503388;0.994962163893254;6.500000000000003;73.50000000000001;2.0;8.0;44;7.817344294776378;0.0;2221.599108904876;5718.75;18.1202511035014;-12.528069182973649;0.0
959;0;0.0004408273991183452;0.0054594777890810435;6.781959986436079e-05;0.00013563919972872158;0.004984740590030519;0.001186842997626314;0.0007460155985079687;0.0008816547982366905;0.004136995591726009;0.0014581213970837573;0.0013563919972872161;0.0040013563919972855;0.0006442861987114276;0.36875;0.278125;0.725;0.63125;1.009375;0.99375;0.6508812272124104;0.10766523041197837;0.1604476502853153;0.6361362691865607;0.9705771373693566;0.9991502393946272;12.384615384615381;0.1538461538461538;2.692307692307692;1.6923076923076918;49;7.870628335755592;4.821535539014197;1826.677184148752;4968.75;16.25034851755703;-20.475656088441227;0.0
1077;0;0.0054594777890810435;0.00013563919972872158;0.0004408273991183452;0.001186842997626314;6.781959986436079e-05;0.005188199389623601;0.004984740590030519;0.0014581213970837573;0.0008816547982366905;0.0040013563919972855;0.004136995591726009;0.00169548999660902;0.0013563919972872161;0.35625;0.36875;0.640625;0.646875;1.009375;1.0;0.6934020097456965;0.6508812272124104;0.8305888137814307;0.6829486536937377;0.9651377022470728;0.9991405774888098;0.024844720496894408;0.08074534161490685;0.9503105590062112;0.9130434782608696;22;7.615639005008298;0.0;1849.4404777721359;5000.0;18.856104973791485;-9.478388863418296;0.0
1191;0;0.00013563919972872158;0.001186842997626314;0.0054594777890810435;0.005188199389623601;0.0004408273991183452;0.0009833841980332316;6.781959986436079e-05;0.0040013563919972855;0.0014581213970837573;0.00169548999660902;0.0008816547982366905;0.004408273991183452;0.004136995591726009;0.284375;0.35625;0.653125;0.725;1.315625;1.003125;0.3228098147135719;0.6934020097456965;0.09301170044010396;0.1604476502853153;0.14958222819841965;0.9976028783503388;8.750000000000002;40.25;7.250000000000003;0.5;24;7.351779888276467;0.0;1991.2989885536194;5468.75;15.407574006994679;-12.740171898308914;0.0
