negPeakIdx;target;negAmp0;negAmp+1;negAmp-1;negAmp+2;negAmp-2;negAmp+3;negAmp-3;posAmp+1;posAmp-1;posAmp+2;posAmp-2;posAmp+3;posAmp-3;timeDif+1;timeDif-1;timeDif+2;timeDif-2;timeDif+3;timeDif-3;corr+1;corr-1;corr+2;corr-2;corr+3;corr-3;negPeakRatio+1;negPeakRatio-1;negPeakRatio+3;negPeakRatio-3;zcr;energy;hnr;specCentroid;specRollOff;mfcc0;mfcc1;f0
47;0;0.009020006781959987;0.0014581213970837573;0.0;0.000508646998982706;0.0;0.0010851135978297726;0.0;0.009087826381824348;0.0;0.004103085791793829;0.0;0.0017972193964055612;0.0;0.409375;0.0;0.78125;0.0;1.021875;0.0;0.4952721711080339;0.0;0.8959036659191394;0.0;0.3591417358444163;0.0;0.16165413533834586;0.0;0.12030075187969926;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
178;0;0.0014581213970837573;0.000508646998982706;0.009020006781959987;0.0010851135978297726;0.0;0.010579857578840285;0.0;0.004103085791793829;0.009087826381824348;0.0017972193964055612;0.0;0.006307222787385555;0.0;0.371875;0.409375;0.6125;0.0;0.953125;0.0;0.08628758964585757;0.4952721711080339;-0.2239953183343033;0.0;0.6506328254271447;0.0;0.34883720930232553;6.186046511627906;7.255813953488372;0.0;62;13.966940205196533;0.0;3047.182727000952;4781.25;42.3911017646074;-36.75041675570788;0.0
297;0;0.000508646998982706;0.0010851135978297726;0.0014581213970837573;0.010579857578840285;0.009020006781959987;0.004747371990505256;0.0;0.0017972193964055612;0.004103085791793829;0.006307222787385555;0.009087826381824348;0.006578501186842997;0.0;0.240625;0.371875;0.58125;0.78125;1.196875;0.0;-0.06793246851285639;0.08628758964585757;0.3950426676098691;0.8959036659191394;0.5184844170419947;0.0;2.1333333333333333;2.8666666666666667;9.333333333333334;0.0;56;12.542432068067733;2.5704050013361672;3003.161792635698;5125.0;35.31282188716226;-35.01031865745183;0.0
374;0;0.0010851135978297726;0.010579857578840285;0.000508646998982706;0.004747371990505256;0.0014581213970837573;0.011563241776873515;0.009020006781959987;0.006307222787385555;0.0017972193964055612;0.006578501186842997;0.004103085791793829;0.0021363173957273654;0.009087826381824348;0.340625;0.240625;0.95625;0.6125;1.225;1.021875;0.5765138387389247;-0.06793246851285639;0.8168930225511919;-0.2239953183343033;0.6763014169959276;0.3591417358444163;9.750000000000002;0.4687500000000001;10.65625;8.312500000000002;55;12.825276344718828;0.0;2901.7180746115405;4875.0;38.748012924412045;-29.04753068922732;0.0
483;0;0.010579857578840285;0.004747371990505256;0.0010851135978297726;0.011563241776873515;0.000508646998982706;0.004103085791793829;0.0014581213970837573;0.006578501186842997;0.006307222787385555;0.0021363173957273654;0.0017972193964055612;0.006612410986775178;0.004103085791793829;0.615625;0.340625;0.884375;0.58125;1.203125;0.953125;0.16736071717711634;0.5765138387389247;0.9415689408986756;0.3950426676098691;0.5883421844990644;0.6506328254271447;0.4487179487179487;0.10256410256410256;0.3878205128205128;0.13782051282051286;47;11.970914587261849;0.6464889367273258;2709.7648512231353;5218.75;37.579839598634216;-21.554806344457155;0.0
680;0;0.004747371990505256;0.011563241776873515;0.010579857578840285;0.004103085791793829;0.0010851135978297726;0.0013224821973550356;0.000508646998982706;0.0021363173957273654;0.006578501186842997;0.006612410986775178;0.006307222787385555;0.00339097999321804;0.0017972193964055612;0.26875;0.615625;0.5875;0.95625;1.065625;1.196875;0.2996226686488612;0.16736071717711634;0.01077257099509825;0.8168930225511919;0.18822496184734167;0.5184844170419947;2.435714285714285;2.2285714285714286;0.2785714285714286;0.10714285714285714;54;12.880139069074225;2.2319711657851347;2989.5692699302363;4531.25;36.03710267109521;-28.816726952319065;0.0
766;0;0.011563241776873515;0.004103085791793829;0.004747371990505256;0.0013224821973550356;0.010579857578840285;0.0004747371990505256;0.0010851135978297726;0.006612410986775178;0.0021363173957273654;0.00339097999321804;0.006578501186842997;0.0034248897931502204;0.006307222787385555;0.31875;0.26875;0.796875;0.884375;1.171875;1.225;0.7177024758154399;0.2996226686488612;0.9711624266902666;0.9415689408986756;0.4248157710556608;0.6763014169959276;0.35483870967741943;0.4105571847507332;0.04105571847507332;0.093841642228739;46;12.386684879396329;2.376809598656608;2663.019570204296;4375.0;36.10069008864368;-22.49036273151846;0.0
868;0;0.004103085791793829;0.0013224821973550356;0.011563241776873515;0.0004747371990505256;0.004747371990505256;0.0027466937945066125;0.010579857578840285;0.00339097999321804;0.006612410986775178;0.0034248897931502204;0.0021363173957273654;0.004679552390640896;0.006578501186842997;0.478125;0.31875;0.853125;0.5875;1.340625;1.203125;0.7030915065951351;0.7177024758154399;0.5838809124750386;0.01077257099509825;0.7913057130386858;0.5883421844990644;0.32231404958677684;2.8181818181818183;0.6694214876033058;2.5785123966942147;43;10.958454466952636;16.316574276719948;2413.901458452689;3968.75;30.69886862963472;-20.450041392565964;0.0
1021;0;0.0013224821973550356;0.0004747371990505256;0.004103085791793829;0.0027466937945066125;0.011563241776873515;0.0012885723974228552;0.004747371990505256;0.0034248897931502204;0.00339097999321804;0.004679552390640896;0.006612410986775178;0.0002373685995252628;0.0021363173957273654;0.375;0.478125;0.8625;0.796875;1.184375;1.065625;0.5857011963823773;0.7030915065951351;0.8299038272728014;0.9711624266902666;0.6992539566558348;0.18822496184734167;0.35897435897435903;3.1025641025641018;0.9743589743589745;3.58974358974359;35;10.861397598099797;0.0;2458.921188788504;4343.75;31.30740367793009;-16.63659869469842;0.0
1141;0;0.0004747371990505256;0.0027466937945066125;0.0013224821973550356;0.0012885723974228552;0.004103085791793829;0.0045100033909799934;0.011563241776873515;0.004679552390640896;0.0034248897931502204;0.0002373685995252628;0.00339097999321804;0.005154289589691421;0.006612410986775178;0.4875;0.375;0.809375;0.853125;1.196875;1.171875;0.7057840696530675;0.5857011963823773;0.05267722164048708;0.5838809124750386;0.8997144892720612;0.4248157710556608;5.7857142857142865;2.7857142857142856;9.5;24.357142857142854;33;10.325079859114997;0.0;2084.66810561374;3562.5;29.334408281440506;-18.806241651376894;0.0
1297;0;0.0027466937945066125;0.0012885723974228552;0.0004747371990505256;0.0045100033909799934;0.0013224821973550356;0.007392336385215327;0.004103085791793829;0.0002373685995252628;0.004679552390640896;0.005154289589691421;0.0034248897931502204;0.003933536792132928;0.00339097999321804;0.321875;0.4875;0.709375;0.8625;1.56875;1.340625;0.03190240642638864;0.7057840696530675;0.7797191526628173;0.8299038272728014;0.028976813934185906;0.7913057130386858;0.4691358024691358;0.1728395061728395;2.691358024691357;1.4938271604938271;21;9.296487407761802;4.254600104500029;1790.4777253558698;3531.25;25.859754081757565;-11.682083142111294;0.0
1400;0;0.0012885723974228552;0.0045100033909799934;0.0027466937945066125;0.007392336385215327;0.0004747371990505256;0.00590030518819939;0.0013224821973550356;0.005154289589691421;0.0002373685995252628;0.003933536792132928;0.004679552390640896;0.004170905391658189;0.0034248897931502204;0.3875;0.321875;1.246875;0.809375;2.196875;1.184375;-0.21739258541726966;0.03190240642638864;-0.16896275067426775;0.05267722164048708;0.06295132048872888;0.6992539566558348;3.5;2.131578947368421;4.578947368421053;1.026315789473684;20;9.458501163705801;0.0;1978.1457866127944;4125.0;27.430526980851674;-13.099450954686256;0.0
1524;0;0.0045100033909799934;0.007392336385215327;0.0012885723974228552;0.00590030518819939;0.0027466937945066125;0.0017293997965412006;0.0004747371990505256;0.003933536792132928;0.005154289589691421;0.004170905391658189;0.0002373685995252628;0.005527297388945405;0.004679552390640896;0.859375;0.3875;1.809375;0.709375;2.340625;1.196875;0.5227350098717772;-0.21739258541726966;0.4259691965636172;0.7797191526628173;0.6112393240988131;0.8997144892720612;1.6390977443609016;0.2857142857142857;0.3834586466165414;0.10526315789473684;28;9.217133018652962;0.6181043413215586;1924.9790601584768;4187.5;25.690318644081394;-15.307128692876322;0.0
1799;0;0.007392336385215327;0.00590030518819939;0.0045100033909799934;0.0017293997965412006;0.0012885723974228552;0.004442183791115633;0.0027466937945066125;0.004170905391658189;0.003933536792132928;0.005527297388945405;0.005154289589691421;0.00027127839945744316;0.0002373685995252628;0.95;0.859375;1.48125;1.246875;1.78125;1.56875;0.7903275311205252;0.5227350098717772;-0.026746608381288547;-0.16896275067426775;0.42004386301618535;0.028976813934185906;0.798165137614679;0.6100917431192661;0.6009174311926606;0.3715596330275229;21;9.381201053367537;6.11245367651906;1672.5836174592255;3375.0;27.72199911892448;-8.998121382803303;0.0
2103;0;0.00590030518819939;0.0017293997965412006;0.007392336385215327;0.004442183791115633;0.0045100033909799934;0.002271956595456087;0.0012885723974228552;0.005527297388945405;0.004170905391658189;0.00027127839945744316;0.003933536792132928;0.0017293997965412006;0.005154289589691421;0.53125;0.95;0.83125;1.809375;1.01875;2.196875;-0.07419471644698299;0.7903275311205252;0.33470661652818623;0.4259691965636172;0.4564584949309412;0.06295132048872888;0.2931034482758621;1.2528735632183907;0.3850574712643679;0.2183908045977012;33;9.796378208963727;1.3609783435745204;1930.6927557975034;3718.75;29.321414943872014;-10.96760668438118;0.0
2273;0;0.0017293997965412006;0.004442183791115633;0.00590030518819939;0.002271956595456087;0.007392336385215327;0.0034248897931502204;0.0045100033909799934;0.00027127839945744316;0.005527297388945405;0.0017293997965412006;0.004170905391658189;0.0012207527975584946;0.003933536792132928;0.3;0.53125;0.4875;1.48125;1.021875;2.340625;0.4878972406650005;-0.07419471644698299;-0.08891320074305724;-0.026746608381288547;0.4914763211038563;0.6112393240988131;2.568627450980392;3.4117647058823533;1.980392156862745;2.607843137254902;21;9.408578657864666;0.0;1854.981077230596;4031.25;27.501566925144978;-14.334047603036304;0.0
2369;0;0.004442183791115633;0.002271956595456087;0.0017293997965412006;0.0034248897931502204;0.00590030518819939;0.0032553407934893183;0.007392336385215327;0.0017293997965412006;0.00027127839945744316;0.0012207527975584946;0.005527297388945405;0.0008816547982366905;0.004170905391658189;0.1875;0.3;0.721875;0.83125;1.28125;1.78125;0.367004325422418;0.4878972406650005;0.3014859898924461;0.33470661652818623;0.8178074005474895;0.42004386301618535;0.5114503816793894;0.3893129770992366;0.7328244274809159;1.66412213740458;23;9.536898696951614;1.4663257843316173;2044.1731570118;4125.0;29.10223846961559;-12.42887741547846;0.0
2429;0;0.002271956595456087;0.0034248897931502204;0.004442183791115633;0.0032553407934893183;0.0017293997965412006;0.003153611393692777;0.00590030518819939;0.0012207527975584946;0.0017293997965412006;0.0008816547982366905;0.00027127839945744316;0.002305866395388267;0.005527297388945405;0.534375;0.1875;1.09375;0.4875;1.353125;1.01875;0.11249452989833916;0.367004325422418;0.2505969681560856;-0.08891320074305724;0.06390016042055563;0.4564584949309412;1.507462686567164;1.9552238805970148;1.3880597014925369;2.5970149253731343;31;10.003239463144688;0.0;2016.0288045399832;4093.75;28.483077122110444;-15.91092265098895;0.0
2600;0;0.0034248897931502204;0.0032553407934893183;0.002271956595456087;0.003153611393692777;0.004442183791115633;0.0013903017972193964;0.0017293997965412006;0.0008816547982366905;0.0012207527975584946;0.002305866395388267;0.0017293997965412006;0.0019328585961342828;0.00027127839945744316;0.559375;0.534375;0.81875;0.721875;1.29375;1.021875;-0.010600373862914986;0.11249452989833916;0.35158439933939417;0.3014859898924461;0.06607597956281595;0.4914763211038563;0.9504950495049505;0.6633663366336635;0.405940594059406;0.504950495049505;31;9.509624389759852;0.6437341859136334;2179.6801336486224;4125.0;28.220746277749964;-13.441651877746791;0.0
2779;0;0.0032553407934893183;0.003153611393692777;0.0034248897931502204;0.0013903017972193964;0.002271956595456087;0.0012207527975584946;0.004442183791115633;0.002305866395388267;0.0008816547982366905;0.0019328585961342828;0.0012207527975584946;0.004713462190573075;0.0017293997965412006;0.259375;0.559375;0.734375;1.09375;1.178125;1.28125;0.4177680530575945;-0.010600373862914986;0.8906275950153079;0.2505969681560856;0.864897806839975;0.8178074005474895;0.96875;1.0520833333333333;0.3750000000000001;1.3645833333333337;26;10.091277303335438;1.591929285419171;2007.649471579174;3687.5;30.35313231866939;-10.919016119291538;0.0
2862;0;0.003153611393692777;0.0013903017972193964;0.0032553407934893183;0.0012207527975584946;0.0034248897931502204;0.0011529331976941335;0.002271956595456087;0.0019328585961342828;0.002305866395388267;0.004713462190573075;0.0008816547982366905;0.0039674465920651065;0.0012207527975584946;0.475;0.259375;0.91875;0.81875;1.16875;1.353125;0.2569176369717269;0.4177680530575945;0.3180216695711082;0.35158439933939417;0.8334386563979269;0.06390016042055563;0.4408602150537635;1.032258064516129;0.3655913978494624;0.7204301075268819;28;9.980380319222244;2.546670789371558;1871.413567491112;3437.5;29.411561609803805;-14.383790619875006;0.0
3014;0;0.0013903017972193964;0.0012207527975584946;0.003153611393692777;0.0011529331976941335;0.0032553407934893183;0.000508646998982706;0.0034248897931502204;0.004713462190573075;0.0019328585961342828;0.0039674465920651065;0.002305866395388267;0.0019328585961342828;0.0008816547982366905;0.44375;0.475;0.69375;0.734375;0.846875;1.29375;0.5301148852931665;0.2569176369717269;0.4778362752824393;0.8906275950153079;0.1990185860088433;0.06607597956281595;0.878048780487805;2.268292682926829;0.36585365853658536;2.463414634146341;35;10.667405108048378;0.0;2487.548814099231;4968.75;33.176363217062644;-17.38730498120225;0.0
